Location,Trait Stack,Input Type,GENCD Planted,Marker Strategy,Traits,Trait Number,Total Embryos,Total Flats,Total Rows,Total Pots,Samples,Hit Pick,Estimated Endpoint Datapoints,Estimated RT Datapoints,Output Type,GENCD Harvested,Handoff Generation,Self,Backcross,Stack,Seg Out,Handoff,Sample Destination,Sample Days After Planting,Transplant Days After Planting,Pot Days After Planting,Pollination Days After Planting,Replant Days After Planting,Traits in Seg,Traits in Stack
Slater,DG,seed,F2,90-90,MON89034,1,136,8,3,16,100,0,0,300,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,DG,seed,B1,90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,seed,B2,90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,seed,NS,90-90-90,MON89034,1,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,embryo,F1,90-90-90,MON89034,1,43,3,3,8,7,0,7,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,embryo,F2,90-90-90,MON89034,1,136,8,3,16,100,0,0,300,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,DG,embryo,B1,90-90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,embryo,B2,90-90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,embryo,B3,90-90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,seed,F1,90-90-90,MON89034,1,43,3,3,8,7,0,7,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,seed,F2,90-90-90,MON89034,1,136,8,3,16,100,0,0,300,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,DG,seed,B1,90-90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,seed,B2,90-90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,DG,seed,B3,90-90-90,MON89034,1,262,15,7,42,226,90,14626,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,NS,24-48-48,GA21;T25,2,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F1,24-48-48,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B1,24-48-48,GA21;T25,2,176,4,3,20,35,24,3910,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B2,24-48-48,GA21;T25,2,296,6,4,28,65,48,7810,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B3,24-48-48,GA21;T25,2,296,6,4,28,65,48,7810,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F2,24-48-48,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,F1,24-48-48,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B1,24-48-48,GA21;T25,2,176,4,3,20,35,24,3910,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B2,24-48-48,GA21;T25,2,296,6,4,28,65,48,7810,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B3,24-48-48,GA21;T25,2,296,6,4,28,65,48,7810,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F2,24-48-48,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,NS,30-60-30,GA21;T25,2,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F1,30-60-30,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B1,30-60-30,GA21;T25,2,208,5,3,22,43,30,4886,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B2,30-60-30,GA21;T25,2,355,7,5,32,80,60,9760,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B3,30-60-30,GA21;T25,2,208,5,3,22,43,30,4886,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F2,30-60-30,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,F1,30-60-30,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B1,30-60-30,GA21;T25,2,208,5,3,22,43,30,4886,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B2,30-60-30,GA21;T25,2,355,7,5,32,80,60,9760,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B3,30-60-30,GA21;T25,2,208,5,3,22,43,30,4886,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F2,30-60-30,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,NS,30-60-60,GA21;T25,2,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F1,30-60-60,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B1,30-60-60,GA21;T25,2,208,5,3,22,43,30,4886,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B2,30-60-60,GA21;T25,2,355,7,5,32,80,60,9760,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B3,30-60-60,GA21;T25,2,355,7,5,32,80,60,9760,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F2,30-60-60,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,F1,30-60-60,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B1,30-60-60,GA21;T25,2,208,5,3,22,43,30,4886,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B2,30-60-60,GA21;T25,2,355,7,5,32,80,60,9760,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B3,30-60-60,GA21;T25,2,355,7,5,32,80,60,9760,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F2,30-60-60,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,NS,45-90,GA21;T25,2,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F1,45-90,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B1,45-90,GA21;T25,2,282,6,4,27,62,45,7324,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B2,45-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F2,45-90,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,F1,45-90,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B1,45-90,GA21;T25,2,282,6,4,27,62,45,7324,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B2,45-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F2,45-90,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,NS,48-48,GA21;T25,2,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F1,48-48,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B1,48-48,GA21;T25,2,176,4,3,20,35,24,3910,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B2,48-48,GA21;T25,2,296,6,4,28,65,48,7810,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F2,48-48,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,F1,48-48,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B1,48-48,GA21;T25,2,176,4,3,20,35,24,3910,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B2,48-48,GA21;T25,2,296,6,4,28,65,48,7810,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F2,48-48,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,NS,90-90,GA21;T25,2,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F1,90-90,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F2,90-90,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,embryo,B1,90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B2,90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F1,90-90,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F2,90-90,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,B1,90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B2,90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,NS,90-90-90,GA21;T25,2,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F1,90-90-90,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,F2,90-90-90,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,embryo,B1,90-90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B2,90-90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,embryo,B3,90-90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F1,90-90-90,GA21;T25,2,43,3,3,8,7,0,14,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,F2,90-90-90,GA21;T25,2,456,16,3,16,237,0,0,1422,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,HQ,seed,B1,90-90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B2,90-90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,HQ,seed,B3,90-90-90,GA21;T25,2,500,9,7,42,116,90,14632,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,NS,24-48-48,GA21;T25;Purple,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F1,24-48-48,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B1,24-48-48,GA21;T25;Purple,3,323,4,3,20,36,24,3948,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B2,24-48-48,GA21;T25;Purple,3,564,6,4,28,66,48,7878,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B3,24-48-48,GA21;T25;Purple,3,564,6,4,28,66,48,7878,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F2,24-48-48,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,F1,24-48-48,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B1,24-48-48,GA21;T25;Purple,3,323,6,3,20,72,24,4056,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B2,24-48-48,GA21;T25;Purple,3,564,10,4,28,132,48,8076,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B3,24-48-48,GA21;T25;Purple,3,564,10,4,28,132,48,8076,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,F2,24-48-48,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,NS,30-60-30,GA21;T25;Purple,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F1,30-60-30,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B1,30-60-30,GA21;T25;Purple,3,384,5,3,22,44,30,4932,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B2,30-60-30,GA21;T25;Purple,3,682,7,5,32,81,60,9843,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B3,30-60-30,GA21;T25;Purple,3,384,5,3,22,44,30,4932,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F2,30-60-30,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,F1,30-60-30,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B1,30-60-30,GA21;T25;Purple,3,384,7,3,22,87,30,5061,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B2,30-60-30,GA21;T25;Purple,3,682,11,5,32,162,60,10086,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B3,30-60-30,GA21;T25;Purple,3,384,7,3,22,87,30,5061,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,F2,30-60-30,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,NS,30-60-60,GA21;T25;Purple,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F1,30-60-60,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B1,30-60-60,GA21;T25;Purple,3,384,5,3,22,44,30,4932,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B2,30-60-60,GA21;T25;Purple,3,682,7,5,32,81,60,9843,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B3,30-60-60,GA21;T25;Purple,3,682,7,5,32,81,60,9843,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F2,30-60-60,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,F1,30-60-60,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B1,30-60-60,GA21;T25;Purple,3,384,7,3,22,87,30,5061,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B2,30-60-60,GA21;T25;Purple,3,682,11,5,32,162,60,10086,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B3,30-60-60,GA21;T25;Purple,3,682,11,5,32,162,60,10086,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,F2,30-60-60,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,NS,45-90,GA21;T25;Purple,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F1,45-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B1,45-90,GA21;T25;Purple,3,535,6,4,27,63,45,7389,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B2,45-90,GA21;T25;Purple,3,973,9,7,42,118,90,14754,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F2,45-90,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,F1,45-90,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B1,45-90,GA21;T25;Purple,3,535,9,4,27,125,45,7575,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,B2,45-90,GA21;T25;Purple,3,973,16,7,42,235,90,15105,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,seed,F2,45-90,GA21;T25;Purple,3,1731,97,3,16,1695,0,0,15255,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,NS,48-48,GA21;T25;Purple,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F1,48-48,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B1,48-48,GA21;T25;Purple,3,323,4,3,20,36,24,3948,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,B2,48-48,GA21;T25;Purple,3,564,6,4,28,66,48,7878,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Slater,PL,embryo,F2,48-48,GA21;T25;Purple,3,1731,42,3,16,716,0,0,6444,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Slater,PL,seed,F1,48-48,GA21;T25;Purple,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
